car_id,car_type,color,year,km,average_price,transmission,body_type
3953,Dodge_Nitro_2012,White,2012,33287450,291085,Manual,Sedan
3994,Dodge_Nitro_2012,White,2012,31099371,291085,Manual,Sedan
4180,Dodge_Nitro_2012,Black,2012,26632210,291085,Manual,Sedan
4547,Dodge_Nitro_2012,Blue,2012,32757606,291085,Manual,Sedan
4782,Dodge_Nitro_2012,Orange,2012,25239302,291085,Manual,Sedan
5195,Dodge_Nitro_2012,White,2012,25429388,291085,Manual,Sedan
5786,Dodge_Nitro_2012,Red,2012,28568793,291085,Manual,Sedan
7006,Dodge_Nitro_2012,White,2012,31359177,291085,Manual,Sedan
7781,Dodge_Nitro_2012,White,2012,25642062,291085,Manual,Sedan
9938,Dodge_Nitro_2012,Red,2012,26789553,291085,Manual,Sedan
10167,Dodge_Nitro_2012,Black,2012,26212254,291085,Manual,Sedan
11036,Dodge_Nitro_2012,White,2012,29167045,291085,Manual,Sedan
11397,Dodge_Nitro_2012,Red,2012,31916218,291085,Manual,Sedan
12440,Dodge_Nitro_2012,White,2012,30638284,291085,Manual,Sedan
13890,Dodge_Nitro_2012,Red,2012,29290140,291085,Manual,Sedan
14577,Dodge_Nitro_2012,Blue,2012,28014724,291085,Manual,Sedan
15831,Dodge_Nitro_2012,Black,2012,24582365,291085,Manual,Sedan
17621,Dodge_Nitro_2012,Red,2012,31372964,291085,Manual,Sedan
19959,Dodge_Nitro_2012,Red,2012,33210465,291085,Manual,Sedan
415,Toyota_Tacoma_2021,Red,2021,14467590,184311,Automatic,Sedan
499,Toyota_Tacoma_2021,Blue,2021,23894928,184311,Automatic,Sedan
1143,Toyota_Tacoma_2021,White,2021,23543372,184311,Automatic,Sedan
1177,Toyota_Tacoma_2021,Blue,2021,21293128,184311,Automatic,Sedan
1613,Toyota_Tacoma_2021,Black,2021,15016113,184311,Automatic,Sedan
2079,Toyota_Tacoma_2021,Red,2021,21476113,184311,Automatic,Sedan
4192,Toyota_Tacoma_2021,White,2021,21567798,184311,Automatic,Sedan
7570,Toyota_Tacoma_2021,Black,2021,16727125,184311,Automatic,Sedan
10320,Toyota_Tacoma_2021,Black,2021,20200363,184311,Automatic,Sedan
11101,Toyota_Tacoma_2021,Orange,2021,20671947,184311,Automatic,Sedan
14569,Toyota_Tacoma_2021,Black,2021,18763298,184311,Automatic,Sedan
18056,Toyota_Tacoma_2021,Black,2021,15451576,184311,Automatic,Sedan
19177,Toyota_Tacoma_2021,Black,2021,19880289,184311,Automatic,Sedan
19635,Toyota_Tacoma_2021,Red,2021,23255920,184311,Automatic,Sedan
19855,Toyota_Tacoma_2021,Red,2021,14844871,184311,Automatic,Sedan
417,Lincoln_Mark LT_2010,Black,2010,6374966,117277,Automatic,Sedan
950,Lincoln_Mark LT_2010,Black,2010,8664174,117277,Automatic,Sedan
1590,Lincoln_Mark LT_2010,Black,2010,13731526,117277,Automatic,Sedan
3936,Lincoln_Mark LT_2010,White,2010,5678517,117277,Automatic,Sedan
4070,Lincoln_Mark LT_2010,White,2010,10425857,117277,Automatic,Sedan
4433,Lincoln_Mark LT_2010,White,2010,5655658,117277,Automatic,Sedan
4677,Lincoln_Mark LT_2010,White,2010,12356696,117277,Automatic,Sedan
5817,Lincoln_Mark LT_2010,Black,2010,7317673,117277,Automatic,Sedan
7132,Lincoln_Mark LT_2010,White,2010,6897800,117277,Automatic,Sedan
8653,Lincoln_Mark LT_2010,Black,2010,9151222,117277,Automatic,Sedan
9072,Lincoln_Mark LT_2010,Orange,2010,10711869,117277,Automatic,Sedan
10206,Lincoln_Mark LT_2010,Black,2010,13774252,117277,Automatic,Sedan
10214,Lincoln_Mark LT_2010,White,2010,12779149,117277,Automatic,Sedan
10901,Lincoln_Mark LT_2010,Black,2010,6551680,117277,Automatic,Sedan
11311,Lincoln_Mark LT_2010,Red,2010,9049904,117277,Automatic,Sedan
12110,Lincoln_Mark LT_2010,Black,2010,9024435,117277,Automatic,Sedan
13712,Lincoln_Mark LT_2010,Red,2010,10894425,117277,Automatic,Sedan
15927,Lincoln_Mark LT_2010,White,2010,11391867,117277,Automatic,Sedan
18426,Lincoln_Mark LT_2010,Black,2010,5904565,117277,Automatic,Sedan
1158,JAC_Gladiator_2020,White,2020,23785598,860561,Automatic,Sedan
1287,JAC_Gladiator_2020,Red,2020,24717687,860561,Automatic,Sedan
2061,JAC_Gladiator_2020,Red,2020,23623254,860561,Automatic,Sedan
2585,JAC_Gladiator_2020,Red,2020,21876454,860561,Automatic,Sedan
5071,JAC_Gladiator_2020,Black,2020,19720155,860561,Automatic,Sedan
6985,JAC_Gladiator_2020,Black,2020,27189284,860561,Automatic,Sedan
7102,JAC_Gladiator_2020,Orange,2020,20327742,860561,Automatic,Sedan
12306,JAC_Gladiator_2020,White,2020,17391477,860561,Automatic,Sedan
12376,JAC_Gladiator_2020,Orange,2020,22034384,860561,Automatic,Sedan
13000,JAC_Gladiator_2020,Orange,2020,21321561,860561,Automatic,Sedan
15113,JAC_Gladiator_2020,Blue,2020,20716525,860561,Automatic,Sedan
15736,JAC_Gladiator_2020,White,2020,20424962,860561,Automatic,Sedan
16632,JAC_Gladiator_2020,Blue,2020,17814419,860561,Automatic,Sedan
17077,JAC_Gladiator_2020,Black,2020,25733311,860561,Automatic,Sedan
17663,JAC_Gladiator_2020,Black,2020,19561768,860561,Automatic,Sedan
19798,JAC_Gladiator_2020,Red,2020,27116811,860561,Automatic,Sedan
3209,Volkswagen_Gol_2019,Black,2019,6089074,376617,Manual,SUV
4212,Volkswagen_Gol_2019,Black,2019,15987073,376617,Manual,SUV
5296,Volkswagen_Gol_2019,White,2019,8497311,376617,Manual,SUV
7904,Volkswagen_Gol_2019,White,2019,8949796,376617,Manual,SUV
10811,Volkswagen_Gol_2019,White,2019,12263341,376617,Manual,SUV
12454,Volkswagen_Gol_2019,Black,2019,8760915,376617,Manual,SUV
13005,Volkswagen_Gol_2019,White,2019,11925707,376617,Manual,SUV
15823,Volkswagen_Gol_2019,Black,2019,16067120,376617,Manual,SUV
17979,Volkswagen_Gol_2019,Black,2019,8875065,376617,Manual,SUV
18422,Volkswagen_Gol_2019,Blue,2019,12827662,376617,Manual,SUV
19352,Volkswagen_Gol_2019,Black,2019,12548641,376617,Manual,SUV
2202,Chevrolet_Tornado_2013,Orange,2013,24747321,873975,Automatic,SUV
3049,Chevrolet_Tornado_2013,Black,2013,21913938,873975,Automatic,SUV
4446,Chevrolet_Tornado_2013,Red,2013,18727575,873975,Automatic,SUV
4594,Chevrolet_Tornado_2013,Red,2013,18416742,873975,Automatic,SUV
5164,Chevrolet_Tornado_2013,Blue,2013,22750416,873975,Automatic,SUV
7043,Chevrolet_Tornado_2013,Orange,2013,22366993,873975,Automatic,SUV
7687,Chevrolet_Tornado_2013,Black,2013,21532656,873975,Automatic,SUV
7875,Chevrolet_Tornado_2013,Red,2013,19424246,873975,Automatic,SUV
10164,Chevrolet_Tornado_2013,White,2013,24248666,873975,Automatic,SUV
10415,Chevrolet_Tornado_2013,White,2013,23992642,873975,Automatic,SUV
11501,Chevrolet_Tornado_2013,Black,2013,24776459,873975,Automatic,SUV
15085,Chevrolet_Tornado_2013,White,2013,22879878,873975,Automatic,SUV
16016,Chevrolet_Tornado_2013,White,2013,21727707,873975,Automatic,SUV
17859,Chevrolet_Tornado_2013,Black,2013,23908013,873975,Automatic,SUV
18873,Chevrolet_Tornado_2013,White,2013,20687915,873975,Automatic,SUV
629,Honda_CR-V_2018,Red,2018,16762377,779453,Automatic,Sedan
1215,Honda_CR-V_2018,Black,2018,17521365,779453,Automatic,Sedan
1859,Honda_CR-V_2018,Red,2018,18243945,779453,Automatic,Sedan
5838,Honda_CR-V_2018,Black,2018,18629499,779453,Automatic,Sedan
7880,Honda_CR-V_2018,Black,2018,11889473,779453,Automatic,Sedan
9078,Honda_CR-V_2018,Blue,2018,16014622,779453,Automatic,Sedan
9726,Honda_CR-V_2018,Black,2018,19661344,779453,Automatic,Sedan
10990,Honda_CR-V_2018,White,2018,20252334,779453,Automatic,Sedan
11857,Honda_CR-V_2018,Red,2018,17195619,779453,Automatic,Sedan
13728,Honda_CR-V_2018,Black,2018,18411386,779453,Automatic,Sedan
13942,Honda_CR-V_2018,Black,2018,12530920,779453,Automatic,Sedan
16376,Honda_CR-V_2018,Black,2018,12671298,779453,Automatic,Sedan
18839,Honda_CR-V_2018,Black,2018,16587917,779453,Automatic,Sedan
2096,Jaguar_XF_2011,White,2011,32024105,579430,Automatic,SUV
2292,Jaguar_XF_2011,Blue,2011,31205481,579430,Automatic,SUV
5535,Jaguar_XF_2011,Blue,2011,34991427,579430,Automatic,SUV
11207,Jaguar_XF_2011,Blue,2011,33346537,579430,Automatic,SUV
12304,Jaguar_XF_2011,Red,2011,35119162,579430,Automatic,SUV
12361,Jaguar_XF_2011,Red,2011,35221859,579430,Automatic,SUV
12829,Jaguar_XF_2011,White,2011,36494836,579430,Automatic,SUV
13536,Jaguar_XF_2011,Black,2011,33547125,579430,Automatic,SUV
16382,Jaguar_XF_2011,White,2011,30319836,579430,Automatic,SUV
17188,Jaguar_XF_2011,White,2011,27908188,579430,Automatic,SUV
17990,Jaguar_XF_2011,Black,2011,33212250,579430,Automatic,SUV
17999,Jaguar_XF_2011,Blue,2011,28583476,579430,Automatic,SUV
18062,Jaguar_XF_2011,Red,2011,34594124,579430,Automatic,SUV
430,Mercedes Benz_Clase R_2011,Black,2011,24752296,364556,Automatic,Coupe
953,Mercedes Benz_Clase R_2011,Black,2011,32136415,364556,Automatic,Coupe
1173,Mercedes Benz_Clase R_2011,Black,2011,30297515,364556,Automatic,Coupe
1181,Mercedes Benz_Clase R_2011,Red,2011,31549196,364556,Automatic,Coupe
2845,Mercedes Benz_Clase R_2011,Blue,2011,29500236,364556,Automatic,Coupe
3001,Mercedes Benz_Clase R_2011,White,2011,27611488,364556,Automatic,Coupe
4042,Mercedes Benz_Clase R_2011,White,2011,24605407,364556,Automatic,Coupe
4327,Mercedes Benz_Clase R_2011,Blue,2011,27674087,364556,Automatic,Coupe
5134,Mercedes Benz_Clase R_2011,Black,2011,26124147,364556,Automatic,Coupe
5234,Mercedes Benz_Clase R_2011,White,2011,30308557,364556,Automatic,Coupe
6529,Mercedes Benz_Clase R_2011,Black,2011,30441274,364556,Automatic,Coupe
6948,Mercedes Benz_Clase R_2011,White,2011,28589615,364556,Automatic,Coupe
9597,Mercedes Benz_Clase R_2011,White,2011,32401830,364556,Automatic,Coupe
10017,Mercedes Benz_Clase R_2011,Black,2011,31754794,364556,Automatic,Coupe
11337,Mercedes Benz_Clase R_2011,Blue,2011,23175716,364556,Automatic,Coupe
12117,Mercedes Benz_Clase R_2011,Orange,2011,27896779,364556,Automatic,Coupe
12758,Mercedes Benz_Clase R_2011,Black,2011,29990568,364556,Automatic,Coupe
13471,Mercedes Benz_Clase R_2011,White,2011,29243148,364556,Automatic,Coupe
14992,Mercedes Benz_Clase R_2011,White,2011,26493920,364556,Automatic,Coupe
16286,Mercedes Benz_Clase R_2011,Black,2011,28488655,364556,Automatic,Coupe
16433,Mercedes Benz_Clase R_2011,Blue,2011,31666965,364556,Automatic,Coupe
16641,Mercedes Benz_Clase R_2011,Red,2011,26334428,364556,Automatic,Coupe
17474,Mercedes Benz_Clase R_2011,Black,2011,30216303,364556,Automatic,Coupe
692,Infiniti_JX35_2013,Black,2013,17091621,296193,Automatic,SUV
871,Infiniti_JX35_2013,Black,2013,20466931,296193,Automatic,SUV
2674,Infiniti_JX35_2013,Red,2013,25759648,296193,Automatic,SUV
3301,Infiniti_JX35_2013,Red,2013,18455613,296193,Automatic,SUV
3690,Infiniti_JX35_2013,Red,2013,19295886,296193,Automatic,SUV
4757,Infiniti_JX35_2013,White,2013,25034855,296193,Automatic,SUV
7610,Infiniti_JX35_2013,Blue,2013,22146372,296193,Automatic,SUV
7852,Infiniti_JX35_2013,Black,2013,22624738,296193,Automatic,SUV
8181,Infiniti_JX35_2013,Red,2013,22144844,296193,Automatic,SUV
8562,Infiniti_JX35_2013,Red,2013,22819151,296193,Automatic,SUV
10185,Infiniti_JX35_2013,Blue,2013,23979893,296193,Automatic,SUV
11457,Infiniti_JX35_2013,White,2013,25522181,296193,Automatic,SUV
14891,Infiniti_JX35_2013,Black,2013,22593399,296193,Automatic,SUV
15331,Infiniti_JX35_2013,Black,2013,18527905,296193,Automatic,SUV
15514,Infiniti_JX35_2013,Black,2013,24064579,296193,Automatic,SUV
15934,Infiniti_JX35_2013,Red,2013,22479155,296193,Automatic,SUV
17371,Infiniti_JX35_2013,Black,2013,17781277,296193,Automatic,SUV
679,Peugeot_301_2019,Black,2019,15396849,344096,Automatic,Truck
1260,Peugeot_301_2019,Black,2019,15905853,344096,Automatic,Truck
4163,Peugeot_301_2019,Red,2019,20087729,344096,Automatic,Truck
8457,Peugeot_301_2019,Black,2019,20602038,344096,Automatic,Truck
8742,Peugeot_301_2019,Black,2019,19510286,344096,Automatic,Truck
9013,Peugeot_301_2019,Orange,2019,16919993,344096,Automatic,Truck
9943,Peugeot_301_2019,Black,2019,14469356,344096,Automatic,Truck
11634,Peugeot_301_2019,Blue,2019,17608298,344096,Automatic,Truck
12429,Peugeot_301_2019,Black,2019,22375380,344096,Automatic,Truck
14544,Peugeot_301_2019,Orange,2019,19449597,344096,Automatic,Truck
14905,Peugeot_301_2019,Blue,2019,19041056,344096,Automatic,Truck
17966,Peugeot_301_2019,Black,2019,15224782,344096,Automatic,Truck
18724,Peugeot_301_2019,Black,2019,14607247,344096,Automatic,Truck
19020,Peugeot_301_2019,Black,2019,20770504,344096,Automatic,Truck
2052,Audi_S6_2013,Blue,2013,30755310,676377,Manual,Sedan
2834,Audi_S6_2013,Blue,2013,33260997,676377,Manual,Sedan
3039,Audi_S6_2013,Orange,2013,31920679,676377,Manual,Sedan
3356,Audi_S6_2013,Black,2013,31331945,676377,Manual,Sedan
4414,Audi_S6_2013,White,2013,31524978,676377,Manual,Sedan
5170,Audi_S6_2013,Black,2013,35512675,676377,Manual,Sedan
5532,Audi_S6_2013,White,2013,36574854,676377,Manual,Sedan
5968,Audi_S6_2013,Red,2013,29922082,676377,Manual,Sedan
8015,Audi_S6_2013,Black,2013,39156954,676377,Manual,Sedan
8815,Audi_S6_2013,Black,2013,38282099,676377,Manual,Sedan
9815,Audi_S6_2013,Black,2013,36933985,676377,Manual,Sedan
9904,Audi_S6_2013,Black,2013,35097386,676377,Manual,Sedan
12172,Audi_S6_2013,Black,2013,33709745,676377,Manual,Sedan
13635,Audi_S6_2013,White,2013,36362714,676377,Manual,Sedan
14064,Audi_S6_2013,Red,2013,37344448,676377,Manual,Sedan
15987,Audi_S6_2013,Red,2013,34259046,676377,Manual,Sedan
16490,Audi_S6_2013,Black,2013,32812754,676377,Manual,Sedan
16998,Audi_S6_2013,Red,2013,37569100,676377,Manual,Sedan
17625,Audi_S6_2013,White,2013,39207516,676377,Manual,Sedan
19336,Audi_S6_2013,Black,2013,37501063,676377,Manual,Sedan
437,Ford_F450 Super Duty_2017,Black,2017,17811172,106132,Manual,Sedan
1980,Ford_F450 Super Duty_2017,Black,2017,13838987,106132,Manual,Sedan
3096,Ford_F450 Super Duty_2017,White,2017,16771822,106132,Manual,Sedan
4937,Ford_F450 Super Duty_2017,Blue,2017,13741323,106132,Manual,Sedan
5607,Ford_F450 Super Duty_2017,White,2017,15357956,106132,Manual,Sedan
6163,Ford_F450 Super Duty_2017,Black,2017,18507471,106132,Manual,Sedan
7496,Ford_F450 Super Duty_2017,Black,2017,13349988,106132,Manual,Sedan
7545,Ford_F450 Super Duty_2017,White,2017,13274521,106132,Manual,Sedan
8584,Ford_F450 Super Duty_2017,Black,2017,16605380,106132,Manual,Sedan
8998,Ford_F450 Super Duty_2017,White,2017,14243292,106132,Manual,Sedan
10343,Ford_F450 Super Duty_2017,Red,2017,17856112,106132,Manual,Sedan
10687,Ford_F450 Super Duty_2017,Black,2017,12168803,106132,Manual,Sedan
10696,Ford_F450 Super Duty_2017,Black,2017,19190227,106132,Manual,Sedan
11639,Ford_F450 Super Duty_2017,White,2017,11668406,106132,Manual,Sedan
11936,Ford_F450 Super Duty_2017,Blue,2017,12387697,106132,Manual,Sedan
12654,Ford_F450 Super Duty_2017,White,2017,18207820,106132,Manual,Sedan
17729,Ford_F450 Super Duty_2017,White,2017,18509093,106132,Manual,Sedan
18143,Ford_F450 Super Duty_2017,White,2017,14391597,106132,Manual,Sedan
18376,Ford_F450 Super Duty_2017,White,2017,15716488,106132,Manual,Sedan
18969,Ford_F450 Super Duty_2017,Red,2017,19050664,106132,Manual,Sedan
441,Mercedes Benz_Clase S_2014,Orange,2014,38759926,897904,Automatic,Coupe
937,Mercedes Benz_Clase S_2014,Orange,2014,35862272,897904,Automatic,Coupe
1408,Mercedes Benz_Clase S_2014,Black,2014,38693024,897904,Automatic,Coupe
1512,Mercedes Benz_Clase S_2014,Black,2014,32415949,897904,Automatic,Coupe
4486,Mercedes Benz_Clase S_2014,Black,2014,32412095,897904,Automatic,Coupe
6413,Mercedes Benz_Clase S_2014,White,2014,34612291,897904,Automatic,Coupe
8886,Mercedes Benz_Clase S_2014,Blue,2014,33877647,897904,Automatic,Coupe
9399,Mercedes Benz_Clase S_2014,Black,2014,36337955,897904,Automatic,Coupe
9406,Mercedes Benz_Clase S_2014,Black,2014,36372207,897904,Automatic,Coupe
10163,Mercedes Benz_Clase S_2014,Red,2014,31863792,897904,Automatic,Coupe
11400,Mercedes Benz_Clase S_2014,Black,2014,39055581,897904,Automatic,Coupe
11689,Mercedes Benz_Clase S_2014,White,2014,35077694,897904,Automatic,Coupe
14659,Mercedes Benz_Clase S_2014,Red,2014,30331033,897904,Automatic,Coupe
15453,Mercedes Benz_Clase S_2014,Black,2014,33162273,897904,Automatic,Coupe
17337,Mercedes Benz_Clase S_2014,Blue,2014,38426799,897904,Automatic,Coupe
17775,Mercedes Benz_Clase S_2014,Orange,2014,36324273,897904,Automatic,Coupe
18540,Mercedes Benz_Clase S_2014,Black,2014,38944238,897904,Automatic,Coupe
19028,Mercedes Benz_Clase S_2014,Black,2014,34244419,897904,Automatic,Coupe
19286,Mercedes Benz_Clase S_2014,White,2014,36840831,897904,Automatic,Coupe
443,Chevrolet_Colorado_2010,Black,2010,28149806,425689,Automatic,Sedan
2273,Chevrolet_Colorado_2010,Black,2010,27861630,425689,Automatic,Sedan
4008,Chevrolet_Colorado_2010,Red,2010,19159918,425689,Automatic,Sedan
4415,Chevrolet_Colorado_2010,Blue,2010,22200138,425689,Automatic,Sedan
8964,Chevrolet_Colorado_2010,White,2010,19392340,425689,Automatic,Sedan
9627,Chevrolet_Colorado_2010,Black,2010,25435006,425689,Automatic,Sedan
10560,Chevrolet_Colorado_2010,Black,2010,19253891,425689,Automatic,Sedan
12466,Chevrolet_Colorado_2010,White,2010,26662597,425689,Automatic,Sedan
12927,Chevrolet_Colorado_2010,Red,2010,24549818,425689,Automatic,Sedan
14227,Chevrolet_Colorado_2010,Black,2010,28206567,425689,Automatic,Sedan
14691,Chevrolet_Colorado_2010,Red,2010,24407149,425689,Automatic,Sedan
15116,Chevrolet_Colorado_2010,White,2010,24693885,425689,Automatic,Sedan
16575,Chevrolet_Colorado_2010,Black,2010,21327110,425689,Automatic,Sedan
19220,Chevrolet_Colorado_2010,Red,2010,22079213,425689,Automatic,Sedan
1237,Dodge_Dart_2009,Red,2009,31010036,552505,Automatic,SUV
2363,Dodge_Dart_2009,Black,2009,31180403,552505,Automatic,SUV
2478,Dodge_Dart_2009,Black,2009,28051644,552505,Automatic,SUV
4241,Dodge_Dart_2009,Black,2009,26940026,552505,Automatic,SUV
5526,Dodge_Dart_2009,Black,2009,30273668,552505,Automatic,SUV
6993,Dodge_Dart_2009,White,2009,35633421,552505,Automatic,SUV
7257,Dodge_Dart_2009,Red,2009,30705740,552505,Automatic,SUV
7770,Dodge_Dart_2009,Blue,2009,32521168,552505,Automatic,SUV
7847,Dodge_Dart_2009,Red,2009,28932541,552505,Automatic,SUV
8669,Dodge_Dart_2009,Black,2009,26775646,552505,Automatic,SUV
9822,Dodge_Dart_2009,White,2009,36023554,552505,Automatic,SUV
12735,Dodge_Dart_2009,Red,2009,29080324,552505,Automatic,SUV
13113,Dodge_Dart_2009,Black,2009,31312369,552505,Automatic,SUV
15297,Dodge_Dart_2009,Blue,2009,34641935,552505,Automatic,SUV
18415,Dodge_Dart_2009,Blue,2009,31240658,552505,Automatic,SUV
19252,Dodge_Dart_2009,Black,2009,31180263,552505,Automatic,SUV
19381,Dodge_Dart_2009,Blue,2009,32387910,552505,Automatic,SUV
19438,Dodge_Dart_2009,Red,2009,33879398,552505,Automatic,SUV
445,Nissan_March Cargo_2017,White,2017,38472710,414319,Automatic,SUV
587,Nissan_March Cargo_2017,Orange,2017,32749175,414319,Automatic,SUV
3679,Nissan_March Cargo_2017,Red,2017,33237549,414319,Automatic,SUV
3867,Nissan_March Cargo_2017,White,2017,31779110,414319,Automatic,SUV
3924,Nissan_March Cargo_2017,Black,2017,31197709,414319,Automatic,SUV
4370,Nissan_March Cargo_2017,White,2017,34762956,414319,Automatic,SUV
6893,Nissan_March Cargo_2017,Blue,2017,34951126,414319,Automatic,SUV
7616,Nissan_March Cargo_2017,Red,2017,30638097,414319,Automatic,SUV
8107,Nissan_March Cargo_2017,Black,2017,35465800,414319,Automatic,SUV
11912,Nissan_March Cargo_2017,Black,2017,40129990,414319,Automatic,SUV
12047,Nissan_March Cargo_2017,Black,2017,35987931,414319,Automatic,SUV
12985,Nissan_March Cargo_2017,Red,2017,30960632,414319,Automatic,SUV
13642,Nissan_March Cargo_2017,White,2017,37280307,414319,Automatic,SUV
15955,Nissan_March Cargo_2017,Blue,2017,39555951,414319,Automatic,SUV
16150,Nissan_March Cargo_2017,Blue,2017,38691561,414319,Automatic,SUV
16705,Nissan_March Cargo_2017,Black,2017,37810034,414319,Automatic,SUV
16817,Nissan_March Cargo_2017,Black,2017,32937026,414319,Automatic,SUV
17333,Nissan_March Cargo_2017,Red,2017,30603821,414319,Automatic,SUV
17473,Nissan_March Cargo_2017,White,2017,36989006,414319,Automatic,SUV
446,Audi_Q8 Quattro_2019,Blue,2019,32180459,257077,Automatic,SUV
1376,Audi_Q8 Quattro_2019,Red,2019,32203592,257077,Automatic,SUV
1410,Audi_Q8 Quattro_2019,Blue,2019,30552330,257077,Automatic,SUV
5832,Audi_Q8 Quattro_2019,Black,2019,30771233,257077,Automatic,SUV
7732,Audi_Q8 Quattro_2019,White,2019,33730483,257077,Automatic,SUV
8351,Audi_Q8 Quattro_2019,White,2019,34934733,257077,Automatic,SUV
8582,Audi_Q8 Quattro_2019,Red,2019,32830004,257077,Automatic,SUV
10805,Audi_Q8 Quattro_2019,Red,2019,30900459,257077,Automatic,SUV
12408,Audi_Q8 Quattro_2019,Blue,2019,33715540,257077,Automatic,SUV
13853,Audi_Q8 Quattro_2019,Blue,2019,32068195,257077,Automatic,SUV
14792,Audi_Q8 Quattro_2019,White,2019,33931869,257077,Automatic,SUV
14904,Audi_Q8 Quattro_2019,Black,2019,37463941,257077,Automatic,SUV
18689,Audi_Q8 Quattro_2019,Black,2019,33117325,257077,Automatic,SUV
2427,Dodge_ProMaster Rapid_2019,Black,2019,41192006,811977,Manual,Coupe
2598,Dodge_ProMaster Rapid_2019,Blue,2019,36112997,811977,Manual,Coupe
5449,Dodge_ProMaster Rapid_2019,Red,2019,42947580,811977,Manual,Coupe
6404,Dodge_ProMaster Rapid_2019,Red,2019,37179617,811977,Manual,Coupe
7988,Dodge_ProMaster Rapid_2019,Blue,2019,33289837,811977,Manual,Coupe
8058,Dodge_ProMaster Rapid_2019,Red,2019,37937705,811977,Manual,Coupe
8317,Dodge_ProMaster Rapid_2019,White,2019,34450857,811977,Manual,Coupe
8803,Dodge_ProMaster Rapid_2019,Black,2019,35370294,811977,Manual,Coupe
10148,Dodge_ProMaster Rapid_2019,Black,2019,40146320,811977,Manual,Coupe
10321,Dodge_ProMaster Rapid_2019,White,2019,34038504,811977,Manual,Coupe
10324,Dodge_ProMaster Rapid_2019,Black,2019,40111924,811977,Manual,Coupe
10449,Dodge_ProMaster Rapid_2019,Black,2019,35244777,811977,Manual,Coupe
11744,Dodge_ProMaster Rapid_2019,Red,2019,34033792,811977,Manual,Coupe
11987,Dodge_ProMaster Rapid_2019,Red,2019,39941237,811977,Manual,Coupe
12500,Dodge_ProMaster Rapid_2019,Black,2019,35014843,811977,Manual,Coupe
12714,Dodge_ProMaster Rapid_2019,Black,2019,38253839,811977,Manual,Coupe
13045,Dodge_ProMaster Rapid_2019,Black,2019,39289010,811977,Manual,Coupe
16828,Dodge_ProMaster Rapid_2019,White,2019,37145484,811977,Manual,Coupe
18556,Dodge_ProMaster Rapid_2019,White,2019,38876573,811977,Manual,Coupe
451,Seat_Toledo_2016,Red,2016,24791743,572148,Automatic,Sedan
2103,Seat_Toledo_2016,Red,2016,24016690,572148,Automatic,Sedan
2753,Seat_Toledo_2016,Blue,2016,25199149,572148,Automatic,Sedan
4765,Seat_Toledo_2016,Red,2016,22708520,572148,Automatic,Sedan
5004,Seat_Toledo_2016,Red,2016,21857561,572148,Automatic,Sedan
5146,Seat_Toledo_2016,Red,2016,26645727,572148,Automatic,Sedan
6286,Seat_Toledo_2016,Blue,2016,26478553,572148,Automatic,Sedan
6589,Seat_Toledo_2016,White,2016,26016311,572148,Automatic,Sedan
7421,Seat_Toledo_2016,Blue,2016,30067227,572148,Automatic,Sedan
8160,Seat_Toledo_2016,White,2016,24853206,572148,Automatic,Sedan
8902,Seat_Toledo_2016,Black,2016,29197434,572148,Automatic,Sedan
10312,Seat_Toledo_2016,White,2016,22242545,572148,Automatic,Sedan
11791,Seat_Toledo_2016,Red,2016,29758451,572148,Automatic,Sedan
13611,Seat_Toledo_2016,Black,2016,23710780,572148,Automatic,Sedan
14740,Seat_Toledo_2016,Red,2016,24431233,572148,Automatic,Sedan
505,Chevrolet_Tahoe_2009,Black,2009,26400091,405787,Manual,Sedan
612,Chevrolet_Tahoe_2009,Black,2009,20355433,405787,Manual,Sedan
4037,Chevrolet_Tahoe_2009,Blue,2009,24204946,405787,Manual,Sedan
4095,Chevrolet_Tahoe_2009,White,2009,23973661,405787,Manual,Sedan
4292,Chevrolet_Tahoe_2009,White,2009,22852131,405787,Manual,Sedan
5731,Chevrolet_Tahoe_2009,White,2009,21704081,405787,Manual,Sedan
6122,Chevrolet_Tahoe_2009,Blue,2009,17873318,405787,Manual,Sedan
6279,Chevrolet_Tahoe_2009,Blue,2009,26351595,405787,Manual,Sedan
6420,Chevrolet_Tahoe_2009,White,2009,25525491,405787,Manual,Sedan
7373,Chevrolet_Tahoe_2009,Black,2009,23693212,405787,Manual,Sedan
8371,Chevrolet_Tahoe_2009,Blue,2009,18188851,405787,Manual,Sedan
8510,Chevrolet_Tahoe_2009,Red,2009,18781686,405787,Manual,Sedan
11308,Chevrolet_Tahoe_2009,Blue,2009,17163780,405787,Manual,Sedan
11504,Chevrolet_Tahoe_2009,Black,2009,23231311,405787,Manual,Sedan
11745,Chevrolet_Tahoe_2009,Blue,2009,20544635,405787,Manual,Sedan
12462,Chevrolet_Tahoe_2009,Red,2009,17336429,405787,Manual,Sedan
12974,Chevrolet_Tahoe_2009,Black,2009,26603950,405787,Manual,Sedan
13527,Chevrolet_Tahoe_2009,Black,2009,18277348,405787,Manual,Sedan
15777,Chevrolet_Tahoe_2009,Black,2009,26781493,405787,Manual,Sedan
16022,Chevrolet_Tahoe_2009,Black,2009,24440679,405787,Manual,Sedan
19346,Chevrolet_Tahoe_2009,Red,2009,25234734,405787,Manual,Sedan
19637,Chevrolet_Tahoe_2009,Black,2009,21611174,405787,Manual,Sedan
